2 0.000698786 -0.000292597 -0.00375572 -1.54916e-05 2.30015e-05 -2.47142e-05 2.20316e-05 -5.26765e-05 -0.0490727 -4.90981e-05 -3.2881e-06 8.22721e-06 -33.6598 -45.265 179.673 0.012371 -0.0137902 0.014541 -27.9655 11.735 179.673 0.012371 -0.0137902 0.014541 0 0 0 0 0 0 0 0 0 0 0
3 0.000618161 -0.000382399 -0.0053398 -6.17257e-05 0.000126415 -1.93584e-05 -0.0324759 -0.0165872 -0.0636515 -0.0168584 0.0344953 0.00429713 -10.9673 -31.7672 251.784 1.04863 -2.1456 -0.246186 -5.27301 25.2328 251.784 1.04863 -2.1456 -0.246186 0 0 0 0 0 0 0 0 0 0 0
4 0.000501859 -0.000439695 -0.00588768 -0.000147392 0.000318323 5.55336e-06 -0.0414973 -0.0189654 -0.0676836 -0.0191384 0.0442173 0.00356011 -0.958061 -28.0737 276.123 1.23678 -2.844 -0.216986 4.73622 28.9263 276.123 1.23678 -2.844 -0.216986 0 0 0 0 0 0 0 0 0 0 0
5 0.00038871 -0.000487878 -0.00607884 -0.000224775 0.000516804 2.79583e-05 -0.0401416 -0.017085 -0.0684138 -0.0170873 0.0430381 0.00195816 2.69638 -27.298 284.213 1.16007 -2.89234 -0.134348 8.39065 29.702 284.213 1.16007 -2.89234 -0.134348 0 0 0 0 0 0 0 0 0 0 0
6 0.000274155 -0.000531902 -0.00614873 -0.000282066 0.000686542 4.24605e-05 -0.034865 -0.0142 -0.0680016 -0.0140552 0.0378133 0.000629991 4.06327 -27.285 286.765 1.01246 -2.68071 -0.0633689 9.75755 29.715 286.765 1.01246 -2.68071 -0.0633689 0 0 0 0 0 0 0 0 0 0 0
7 0.000161272 -0.00057095 -0.00617751 -0.000320513 0.000819726 4.96995e-05 -0.0283718 -0.0113795 -0.0671933 -0.0111329 0.0314041 -0.000246167 4.64425 -27.4266 287.434 0.860162 -2.37609 -0.0151337 10.3385 29.5734 287.434 0.860162 -2.37609 -0.0151337 0 0 0 0 0 0 0 0 0 0 0
8 5.51993e-05 -0.000604171 -0.00619242 -0.000344817 0.000921103 5.17503e-05 -0.0218576 -0.00894196 -0.0662692 -0.00863618 0.0250573 -0.000749109 4.94955 -27.5673 287.478 0.72493 -2.05612 0.0138327 10.6438 29.4327 287.478 0.72493 -2.05612 0.0138327 0 0 0 0 0 0 0 0 0 0 0
9 -4.02373e-05 -0.000631609 -0.00620256 -0.000359699 0.000999596 5.05361e-05 -0.0158556 -0.0069443 -0.065338 -0.00661283 0.0193118 -0.00099466 5.14326 -27.6726 287.327 0.612462 -1.75849 0.02932 10.8375 29.3274 287.327 0.612462 -1.75849 0.02932 0 0 0 0 0 0 0 0 0 0 0
10 -0.000123155 -0.00065385 -0.00621094 -0.000368875 0.00106419 4.74744e-05 -0.0105771 -0.00534911 -0.0644395 -0.00501609 0.0143668 -0.00107921 5.27425 -27.7427 287.124 0.522173 -1.50055 0.0362565 10.9685 29.2573 287.124 0.522173 -1.50055 0.0362565 0 0 0 0 0 0 0 0 0 0 0
11 -0.000193264 -0.000671695 -0.00621858 -0.000374924 0.00112223 4.35091e-05 -0.00606872 -0.00408989 -0.0635849 -0.00377181 0.0102516 -0.00107096 5.35679 -27.7861 286.917 0.45116 -1.28846 0.0381653 11.0511 29.2139 286.917 0.45116 -1.28846 0.0381653 0 0 0 0 0 0 0 0 0 0 0
12 -0.000251246 -0.000685923 -0.00622581 -0.000379507 0.00117909 3.92245e-05 -0.00229503 -0.00309944 -0.0627728 -0.00280717 0.00691358 -0.001014 5.39546 -27.8125 286.72 0.396044 -1.1223 0.0373391 11.0897 29.1875 286.72 0.396044 -1.1223 0.0373391 0 0 0 0 0 0 0 0 0 0 0
13 -0.000298322 -0.000697214 -0.00623283 -0.00038364 0.00123829 3.49592e-05 0.00081743 -0.00232048 -0.0619968 -0.00206097 0.00426483 -0.000934945 5.3939 -27.8293 286.536 0.353762 -0.998897 0.0351713 11.0882 29.1707 286.536 0.353762 -0.998897 0.0351713 0 0 0 0 0 0 0 0 0 0 0
14 -0.00033589 -0.000706155 -0.0062397 -0.000387891 0.00130195 3.08984e-05 0.00335464 -0.00170661 -0.0612488 -0.00148414 0.00220793 -0.000849133 5.35601 -27.8412 286.363 0.321712 -0.913675 0.0324706 11.0503 29.1588 286.363 0.321712 -0.913675 0.0324706 0 0 0 0 0 0 0 0 0 0 0
15 -0.000365333 -0.000713197 -0.00624654 -0.000392578 0.00137114 2.71301e-05 0.005402 -0.0012222 -0.060521 -0.00103926 0.000648845 -0.000764723 5.28545 -27.8514 286.2 0.297838 -0.861643 0.0296742 10.9797 29.1486 286.201 0.297838 -0.861643 0.0296742 0 0 0 0 0 0 0 0 0 0 0
16 -0.000387936 -0.000718728 -0.00625338 -0.000397834 0.00144624 2.3689e-05 0.00703762 -0.000839338 -0.0598063 -0.000697251 -0.000496832 -0.000685789 5.18666 -27.8613 286.046 0.280477 -0.837965 0.0270063 10.8809 29.1387 286.046 0.280477 -0.837965 0.0270063 0 0 0 0 0 0 0 0 0 0 0
17 -0.000404823 -0.000723047 -0.0062603 -0.000403702 0.00152719 2.05772e-05 0.00833033 -0.000536722 -0.0590987 -0.000436033 -0.00130239 -0.000613959 5.06339 -27.8718 285.899 0.268329 -0.838204 0.0245637 10.7577 29.1282 285.899 0.268329 -0.838204 0.0245637 0 0 0 0 0 0 0 0 0 0 0
18 -0.000416954 -0.000726385 -0.00626733 -0.000410172 0.00161368 1.778e-05 0.00933852 -0.00029761 -0.0583932 -0.000238357 -0.00182935 -0.000549626 4.91902 -27.8835 285.758 0.260355 -0.858479 0.0223794 10.6133 29.1165 285.758 0.260355 -0.858479 0.0223794 0 0 0 0 0 0 0 0 0 0 0
